termo,query_api,tipo,did,handle,data,ano,texto,uri
apply,candidatar vaga,nativo,did:plc:3y2dykqycos4ltd2fmpmazin,gamerdeesquerda.bsky.social,2025-06-23T21:40:15.064Z,2025,Pode se candidatar sendo de outro estado indo morar em SP se levar a vaga?,at://did:plc:3y2dykqycos4ltd2fmpmazin/app.bsky.feed.post/3lsckbejcys2o
apply,candidatar vaga,nativo,did:plc:hj22udbdq5qo3dhbeysipk65,jamburanaa.bsky.social,2025-06-20T01:50:49.274Z,2025,Como que mantem dados seguros na internet se fui me candidatar a uma vaga de emprego e a plataforma pediu absolutamente todas as informações possíveis da minha vida apenas pra UM CADASTRO no site,at://did:plc:hj22udbdq5qo3dhbeysipk65/app.bsky.feed.post/3lrywfqfzok25
apply,candidatar vaga,nativo,did:plc:qbuhc7jnh6cnnphnjgc5eqcj,isaoubelle.bsky.social,2025-06-19T00:28:51.544Z,2025,será possível se candidatar p uma vaga de emprego sem dar meus dados pra uma plataforma q não confio,at://did:plc:qbuhc7jnh6cnnphnjgc5eqcj/app.bsky.feed.post/3lrwbeazzys2n
apply,candidatar vaga,nativo,did:plc:zja5mycbcplajyab642qdkf5,gaberelas.bsky.social,2025-06-17T19:38:53.910Z,2025,vou me candidatar pra uma vaga de whatsapp junior,at://did:plc:zja5mycbcplajyab642qdkf5/app.bsky.feed.post/3lrtaotvn2c2k
apply,candidatar vaga,nativo,did:plc:6wfg2qercdapp4ivaetjlrbn,litia.scares.men,2025-06-17T19:12:49.226Z,2025,quantas vezes eu desisti de me candidatar pra uma vaga de emprego pq tinha q criar um perfil em MAIS UM site,at://did:plc:6wfg2qercdapp4ivaetjlrbn/app.bsky.feed.post/3lrt7a7pcck2c
apply,candidatar vaga,nativo,did:plc:7owsnakh4rw7gwvjhrrhm4es,yukhey.bsky.social,2025-06-16T14:22:19.291Z,2025,Pq raios você vai colocar um forms QUE PRECISA DE PEDIDO DE ACESSO PRA QUEM QUER SE CANDIDATAR À SUA VAGA DE EMPREGO???? Olha sem condições,at://did:plc:7owsnakh4rw7gwvjhrrhm4es/app.bsky.feed.post/3lrq6jtr4gk2p
apply,candidatar vaga,nativo,did:plc:zbxhlgjui5iii4sdwicxkest,mooglez.bsky.social,2025-06-12T20:36:07.007Z,2025,"eu quero me candidatar pra uma vaga, não escrever grande sertão: veredas porra, maluco pergunta mais coisa que interrogatório da policia",at://did:plc:zbxhlgjui5iii4sdwicxkest/app.bsky.feed.post/3lrgrg4qcfb26
apply,candidatar vaga,nativo,did:plc:khicoavwfve7dpvu47bn2bxa,undernunes.bsky.social,2025-06-12T16:22:28.572Z,2025,Ainda vou me candidatar pra essa vaga,at://did:plc:khicoavwfve7dpvu47bn2bxa/app.bsky.feed.post/3lrgdez7wv22e
apply,candidatar vaga,nativo,did:plc:7owsnakh4rw7gwvjhrrhm4es,yukhey.bsky.social,2025-06-09T19:06:57.328Z,2025,Acabei de me candidatar a uma vaga pj de 1250 reais (é home office),at://did:plc:7owsnakh4rw7gwvjhrrhm4es/app.bsky.feed.post/3lr736egavc2q
apply,candidatar vaga,nativo,did:plc:evlnasjmrwhbbfvmrqfeavzo,diogeneszoide.bsky.social,2025-06-09T01:13:12.730Z,2025,"só 3 nao da precisamos de mais gente rapido, vamos nos candidatar a vaga de emprego no cvv",at://did:plc:evlnasjmrwhbbfvmrqfeavzo/app.bsky.feed.post/3lr576edihc2r
apply,candidatar vaga,nativo,did:plc:ennmf32qcylzrnnonyduk6jc,aqlartistap.bsky.social,2025-06-07T01:55:21.394Z,2025,se ele não tiver namorada queria me candidatar pra vaga,at://did:plc:ennmf32qcylzrnnonyduk6jc/app.bsky.feed.post/3lqyaluwovc2b
apply,candidatar vaga,nativo,did:plc:ok5pzk57bbrylaljgyiy3kwi,heitor.bsky.social,2025-06-06T20:23:45.759Z,2025,Odeio TANTO quando acaba de chegar uma notificação no LinkedIn e eu vejo que to apto praquela vaga e na hora de me candidatar aparece “esse vaga não recebe mais inscrições”  Praq que me notifica então ô caralho,at://did:plc:ok5pzk57bbrylaljgyiy3kwi/app.bsky.feed.post/3lqxo2wy4ss2l
apply,candidatar vaga,nativo,did:plc:kyqroovgb2wrmxpfxyavdw5s,dr4gula.bsky.social,2025-06-06T03:00:54.717Z,2025,Se tem empresa falando que a vaga é remota mas exigindo que more em cidade X então eu garota do interior posso me candidatar para uma vaga presencial em Caralhinhos do Sul,at://did:plc:kyqroovgb2wrmxpfxyavdw5s/app.bsky.feed.post/3lqvts6lhmc2q
apply,candidatar vaga,nativo,did:plc:lu5jynplk5q4sykh5mpdrcml,walkofmiley.bsky.social,2025-06-05T20:12:36.164Z,2025,"peguei a dica de um cara no linkedin, agr qndo consigo to me recusando a dar rg ou cpf na hora de me candidatar a uma vaga online",at://did:plc:lu5jynplk5q4sykh5mpdrcml/app.bsky.feed.post/3lqv4y2wwhs23
apply,candidatar vaga,nativo,did:plc:koy5xaculpuaglzkb5kyrwmy,eaiyago.bsky.social,2025-06-04T22:28:52.849Z,2025,eu preciso de ajuda aqui com uma coisa vocês acham que eu abro um mei só pra me candidatar pra uma vaga?,at://did:plc:koy5xaculpuaglzkb5kyrwmy/app.bsky.feed.post/3lqsu4tesg22c
apply,candidatar vaga,nativo,did:plc:ifvghok7m3y527evtolh6k67,andrebs.bsky.social,2025-06-03T19:43:02.918Z,2025,empresa 2: vc não tem as habilidades que a vaga demanda para se candidatar p/ a posição (em 2016) o que preciso desenvolver? não sabemos empresa 2: a única posição acima da sua é a de diretor (entre 2012 e 2018) abro o linkedin: a pessoa contratada pra me substituir agradece a promoção a gerente,at://did:plc:ifvghok7m3y527evtolh6k67/app.bsky.feed.post/3lqq2fewols2n
apply,candidatar vaga,nativo,did:plc:znviedk3o6h2rv4ylu4u3suj,lrss-lnr.bsky.social,2025-06-02T17:21:17.711Z,2025,"Vou me candidatar pra vaga de corninha, possuo experiência pois faço trabalho voluntário",at://did:plc:znviedk3o6h2rv4ylu4u3suj/app.bsky.feed.post/3lqnbyyb6pk24
apply,candidatar vaga,nativo,did:plc:ew4wrj47wl4xy6nfjedtyvmf,gabrieladandrea.substack.com,2025-05-30T01:57:22.796Z,2025,Cadê o formulário pra se candidatar a uma vaga?,at://did:plc:ew4wrj47wl4xy6nfjedtyvmf/app.bsky.feed.post/3lqe4y4zljs2x
apply,candidatar vaga,nativo,did:plc:yxq74lun6xtkwowuexbvcqbz,sidsss.bsky.social,2025-05-30T00:34:03.868Z,2025,hoje eu real desisti de me candidatar numa vaga pq a gupy é muito ruim esse lance de que tem que fazer basicamente um cadastro ali que tu não consegue pensar direito em nada pq parece que tudo qe tu ta fazendo vai dar algum erro,at://did:plc:yxq74lun6xtkwowuexbvcqbz/app.bsky.feed.post/3lqdyd5oks22q
apply,candidatar vaga,nativo,did:plc:gixexpcgnavcbbb22njbjvgj,stressedzombie.bsky.social,2025-05-29T18:29:55.141Z,2025,"Tem rede de supermercado atacado/varejo que acha que TODOS que se candidatam a vagas lá, não importa o nível, sabe todo o organograma organizacional da empresa. Para se candidatar a vaga operacional é uma burocracia fudida. Complicaram o que era para ser simples. O RH de supermercado é horrível.",at://did:plc:gixexpcgnavcbbb22njbjvgj/app.bsky.feed.post/3lqddxz46h22j
apply,candidatar vaga,nativo,did:plc:424jq2he2ojuf32pqdolbnd5,donscopel.bsky.social,2025-05-29T03:01:58.184Z,2025,Já tem o noivo? Pq senão vou me candidatar a vaga 😏,at://did:plc:424jq2he2ojuf32pqdolbnd5/app.bsky.feed.post/3lqbq4pgd422t
apply,candidatar vaga,nativo,did:plc:zbxhlgjui5iii4sdwicxkest,mooglez.bsky.social,2025-05-26T15:27:05.966Z,2025,"pra se candidatar à uma vaga, tu tem que usar o linkedin pra acessar na plataforma. Mas ai, tu tem que refazer TODO cadastro com informações tuas. por que ele não puxa do linkedin, já que fez esse link?",at://did:plc:zbxhlgjui5iii4sdwicxkest/app.bsky.feed.post/3lq3iaxf6ug2t
apply,candidatar vaga,nativo,did:plc:k5fo6bsuzvncdvk4jfxfbzja,d4rkwzd.xyz,2025-05-24T20:27:34.356Z,2025,nessa de candidatar pra vaga como quem não quer nada eu to meu trqmpo atual,at://did:plc:k5fo6bsuzvncdvk4jfxfbzja/app.bsky.feed.post/3lpwy7rym3223
apply,candidatar vaga,nativo,did:plc:zryai3ca755bayj5epf6zey3,brejodasalmas.bsky.social,2025-05-22T23:43:10.594Z,2025,"tô precisando de um complemento de renda, acho que vou me candidatar pra vaga do bechara na abl",at://did:plc:zryai3ca755bayj5epf6zey3/app.bsky.feed.post/3lpsc7pmoxs2g
apply,candidatar vaga,nativo,did:plc:4zug7kw5lpimkx5iqggccezj,pensarhistoria.bsky.social,2025-05-22T22:57:38.303Z,2025,"Milk voltou a se candidatar a supervisor em 1975. No ano seguinte, concorreu a uma vaga na Assembleia Estadual da Califórnia. Embora não tenham sido bem-sucedidas, as campanhas o consolidaram como uma liderança genuinamente popular. 11/25",at://did:plc:4zug7kw5lpimkx5iqggccezj/app.bsky.feed.post/3lps7rd6mfc2x
apply,candidatar vaga,nativo,did:plc:dgeecscpv44bwovn5vrgdn43,backmoons.bsky.social,2025-05-18T02:35:51.350Z,2025,acho que vou me candidatar pra outra vaga de emprego so pra ver oq tenho de chances o qnto eu ja esqueci d todos esses anos estudando,at://did:plc:dgeecscpv44bwovn5vrgdn43/app.bsky.feed.post/3lpfzjv42sc2a
apply,candidatar vaga,nativo,did:plc:d5nzxvvpm6xmhdhx7ezbo3vg,marcyana.bsky.social,2025-05-17T18:23:24.266Z,2025,fui me candidatar a uma vaga no gupy e me jogaram num teste de mbti literalmente só precisavam me perguntar vey,at://did:plc:d5nzxvvpm6xmhdhx7ezbo3vg/app.bsky.feed.post/3lpf5zcsufc2i
apply,candidatar vaga,nativo,did:plc:gx67xlp4brs3ai6a6y7ha3ob,fitsfito.bsky.social,2025-05-16T22:13:43.129Z,2025,"queria testar me candidatar a vaga de arte também, sei lá to na minha terceira crise de meia idade dos últimos 3 anos nao sei mais o que quero da minha carreira",at://did:plc:gx67xlp4brs3ai6a6y7ha3ob/app.bsky.feed.post/3lpd2ga23y22o
apply,candidatar vaga,nativo,did:plc:gx67xlp4brs3ai6a6y7ha3ob,fitsfito.bsky.social,2025-05-16T22:12:19.493Z,2025,queria me candidatar a vaga de produtor um dia só pra experimentar gosto de reuniões e fazer planilhas só nao sei falar com pessoas,at://did:plc:gx67xlp4brs3ai6a6y7ha3ob/app.bsky.feed.post/3lpd2dqbxz22o
apply,candidatar vaga,nativo,did:plc:zrq635zh4lt3tdxnkscx5l3h,posviatos.bsky.social,2025-05-16T15:08:08.864Z,2025,"acabei de me candidatar pra uma vaga com um texto que em resumo diz: não tenho experiência específica nisso, mas aprendo rápido",at://did:plc:zrq635zh4lt3tdxnkscx5l3h/app.bsky.feed.post/3lpccnao6cs2d
apply,candidatar vaga,nativo,did:plc:cegw352ouspl5nhkiyuvrny6,micaelsilva.com,2025-05-16T14:11:56.083Z,2025,Vivendo um dilema de me candidatar a uma vaga de emprego justamente por conhecer pra quem eu estaria subordinado,at://did:plc:cegw352ouspl5nhkiyuvrny6/app.bsky.feed.post/3lpc7iq52uk2e
apply,candidatar vaga,nativo,did:plc:qrr4fumruryincx3lfq4tcv6,eutambem.bsky.social,2025-05-14T19:16:51.883Z,2025,muito triste se candidatar a uma vaga que realmente gostaria sem nenhum esperança,at://did:plc:qrr4fumruryincx3lfq4tcv6/app.bsky.feed.post/3lp5pm5h32k2j
apply,candidatar vaga,nativo,did:plc:wm7hsp2icmsck5udxt6xyic6,fenguel.bsky.social,2025-05-12T21:32:55.231Z,2025,vou me candidatar pra uma vaga de adulto reborn,at://did:plc:wm7hsp2icmsck5udxt6xyic6/app.bsky.feed.post/3loywblpeh22f
apply,candidatar vaga,nativo,did:plc:ae3haega7qb2ml7yqqmz64m3,gigicat15.bsky.social,2025-05-10T23:21:45.581Z,2025,Quero me candidatar a vaga de psicóloga da creche... Tem espaço ?? 🥺,at://did:plc:ae3haega7qb2ml7yqqmz64m3/app.bsky.feed.post/3lou3gemfd22a
apply,candidatar vaga,nativo,did:plc:hn7kh6ksxnw5j4eegnyhv2i5,ossodeborboleta.bsky.social,2025-05-09T15:48:09.832Z,2025,cidade do méxico eu já fiquei tentadissima a me candidatar pra uma vaga,at://did:plc:hn7kh6ksxnw5j4eegnyhv2i5/app.bsky.feed.post/3loqrme6om22r
apply,candidatar vaga,nativo,did:plc:grs7j7ze5bp3oxj3am2mqdyc,fogonabomba.bsky.social,2025-05-08T10:53:31.090Z,2025,tenho saido tao amargo de casa pra trabalhar n aguento mais me candidatar em vaga e nao sair do lugar q eu to q inferno a sensação de q nao presto p nada,at://did:plc:grs7j7ze5bp3oxj3am2mqdyc/app.bsky.feed.post/3lonqokxk4k2f
apply,candidatar vaga,nativo,did:plc:qbgo4ykwjpneeruarrb422iu,mattnr.bsky.social,2025-05-08T10:08:03.374Z,2025,"Rapaziada o q vc faria se fosse se candidatar pra uma vaga, e tivesse um formulário a ser preenchido com a seguinte info logo de cara:",at://did:plc:qbgo4ykwjpneeruarrb422iu/app.bsky.feed.post/3lono5bmaxk25
apply,candidatar vaga,nativo,did:plc:pcnsbzzenaso4c6ncn43imet,digorbatista.bsky.social,2025-05-05T01:54:43.300Z,2025,"Antigamente era necessário “boa aparência” para se candidatar a vaga de emprego. Atualmente, o requisito é ter “soft skill”. Em pretuguês é um recurso humano leve, manso e dócil.",at://did:plc:pcnsbzzenaso4c6ncn43imet/app.bsky.feed.post/3lofb6efkm22t
apply,candidatar vaga,nativo,did:plc:zrq635zh4lt3tdxnkscx5l3h,posviatos.bsky.social,2025-05-02T15:46:25.338Z,2025,- O que chamou sua atenção para se candidatar a esta vaga? bem minha senhora eu estou desempregado e você tem uma vaga este foi um bom começo,at://did:plc:zrq635zh4lt3tdxnkscx5l3h/app.bsky.feed.post/3lo76ascipc2n
apply,candidatar vaga,nativo,did:plc:ng3pa3ap6jv7nzriasubxaks,bruna20.bsky.social,2025-05-01T20:02:15.428Z,2025,"Gente, tô pensando seriamente em me candidatar pra vaga de babá de bebê reborn, viu...",at://did:plc:ng3pa3ap6jv7nzriasubxaks/app.bsky.feed.post/3lo543dtkrs2n
apply,candidatar vaga,nativo,did:plc:plkwppc3wu4kg5jebv3rq2ou,queenwolf.bsky.social,2025-04-30T10:46:48.868Z,2025,"Talvez não tenha sido a melhor ideia trocar de estágio, mas apelo menos me deu a informação e confiança que posso começar a me candidatar a vaga de júnior",at://did:plc:plkwppc3wu4kg5jebv3rq2ou/app.bsky.feed.post/3lnzml7or5k22
apply,candidatar vaga,nativo,did:plc:3hxgolprx4zpcq2wjkvjgzkz,anaflavia.bsky.social,2025-04-29T13:48:59.622Z,2025,fui me candidatar pra uma vaga de emprego que é obrigatório passar o link do Instagram???????,at://did:plc:3hxgolprx4zpcq2wjkvjgzkz/app.bsky.feed.post/3lnxgc2m7kk2u
apply,candidatar vaga,nativo,did:plc:gi37yid54w4xhi2ht6tg2zwv,citrusjs.bsky.social,2025-04-23T03:37:20.988Z,2025,Gravar vídeo pra se candidatar a vaga de IC é uma piada de mal gosto,at://did:plc:gi37yid54w4xhi2ht6tg2zwv/app.bsky.feed.post/3lnhbctc5v22u
apply,candidatar vaga,nativo,did:plc:32lzwdklgfg43fgagf3aonex,handemiyy.swifties.social,2025-04-21T16:51:35.871Z,2025,onde entrega currículo pra candidatar pra vaga de papa?,at://did:plc:32lzwdklgfg43fgagf3aonex/app.bsky.feed.post/3lndmr7mbks2b
apply,candidatar vaga,nativo,did:plc:nxyvdyvc3e6gk53hqvcnjgmy,bedemarilia.bsky.social,2025-04-17T15:39:54.879Z,2025,com a demissão do Quinteros significa que tem uma vaga aberta no Grêmio? cuidando o LinkedIn deles para me candidatar na oportunidade,at://did:plc:nxyvdyvc3e6gk53hqvcnjgmy/app.bsky.feed.post/3lmzgvdznus2d
apply,candidatar vaga,nativo,did:plc:2qsd454du6vzuejby5z7ms7g,aruana.bsky.social,2025-04-16T02:24:16.985Z,2025,"Passei uma semana do cão no serviço, e me perguntaram se eu queria me candidatar pra vaga de efetivo 🤡",at://did:plc:2qsd454du6vzuejby5z7ms7g/app.bsky.feed.post/3lmvjxq5qxc2j
apply,candidatar vaga,nativo,did:plc:b4oxzrvyf4znj3djyicezg6l,pedrorjx6.bsky.social,2025-04-15T19:23:12.016Z,2025,"Amo que a minha versão de ""foda-se, só se vive uma vez"" é me candidatar a uma vaga de estágio",at://did:plc:b4oxzrvyf4znj3djyicezg6l/app.bsky.feed.post/3lmusgrm5mk2i
apply,candidatar vaga,nativo,did:plc:bucyd4zkgaurtles57jmd2jj,namseoklatinos.bsky.social,2025-04-15T12:18:58.618Z,2025,hj é mais um terrivel dia de arrumar currículo pra se candidatar numa vaga,at://did:plc:bucyd4zkgaurtles57jmd2jj/app.bsky.feed.post/3lmu2q7e4mc2f
apply,candidatar vaga,nativo,did:plc:3i6xmq7p2pmqwn5r6bffruhu,micheljs.bsky.social,2025-04-10T19:26:33.968Z,2025,"A ex funkeira com marca de achocolatado,agora bolsonarista, só fala M né? Com certeza tudo isso pra se candidatar em 2026 para a vaga de deputada federal....Minha querida, meu voto tu n terá nunca, me enoja demais!",at://did:plc:3i6xmq7p2pmqwn5r6bffruhu/app.bsky.feed.post/3lmiac6vgg223
apply,candidatar vaga,nativo,did:plc:lu5jynplk5q4sykh5mpdrcml,walkofmiley.bsky.social,2025-04-08T20:04:50.767Z,2025,cara uma hora para me candidatar a uma vaga para ver como tem vaga que é complicada para se candidatar,at://did:plc:lu5jynplk5q4sykh5mpdrcml/app.bsky.feed.post/3lmdbisen7k2o
apply,candidatar vaga,nativo,did:plc:j5xdoy2dmd5e4ds7o4gwlbh4,headlessbanger.bsky.social,2025-04-08T17:19:00.361Z,2025,FUI ME CANDIDATAR PRA UMA VAGA NO SITE 99VAGAS. OK CRIAR CONTA.  CPF JÁ EM USO.  FODEU RECUPERAR CONTA. EMAIL QUE NÃO FAÇO IDEIA.  SEGUNDA OPÇÃO PRA RECUPERAR. NÚMERO DE TELEFONE QUE EU NÃO USO A 8 ANOS PQP VAI SE FODER AAA,at://did:plc:j5xdoy2dmd5e4ds7o4gwlbh4/app.bsky.feed.post/3lmcyaax77227
apply,candidatar vaga,nativo,did:plc:sp2qti4w7hq5ndmyo3xfcazk,gayhobbitt.bsky.social,2025-04-03T15:27:26.060Z,2025,"Eu parei pra pensar e estou pensando em me candidatar pq a vaga nem é tão ruim assim, eu tô acostumado a ver vagas arrombadas em todo canto... o que fode é a distância pra mim 6h20 por dia não é tão ruim Os beneficios são até razoáveis menos o VR",at://did:plc:sp2qti4w7hq5ndmyo3xfcazk/app.bsky.feed.post/3llw7o5gsic2g
apply,candidatar vaga,nativo,did:plc:7tk363bsh7uue3llewvmfp6f,sybylla.momentumsaga.com,2025-04-02T14:28:53.325Z,2025,"Devo me candidatar a uma vaga pra trabalhar longe de casa, sendo que hoje eu estou a 5 minutos da escola? É pra ganhar mais. Na minha área. Fora da sala de aula. 🤔",at://did:plc:7tk363bsh7uue3llewvmfp6f/app.bsky.feed.post/3lltlwjxuac2y
apply,candidatar vaga,nativo,did:plc:hqxesvs4cwg2ty46jflhcmts,annapinkverse.bsky.social,2025-03-31T18:43:30.646Z,2025,Aí eu tento me candidatar a vaga por outro site: Amarelinho Tenho que falar com uma IA e simplesmente contar pra essa maldita IA dado por dado do meu currículo PRA PODER FAZER A MALDITA CONTA,at://did:plc:hqxesvs4cwg2ty46jflhcmts/app.bsky.feed.post/3lloz7yn62c2y
apply,candidatar vaga,nativo,did:plc:fu26fnm3suityj5bdo4y6od3,anoca2.bsky.social,2025-03-29T19:53:04.934Z,2025,tão perturbada da cabeça que cogitando me candidatar pra uma vaga de trabalho em brasilia,at://did:plc:fu26fnm3suityj5bdo4y6od3/app.bsky.feed.post/3llk46kmt6c2k
apply,candidatar vaga,nativo,did:plc:3hhcwr2ccnbrxk2zqpku45ln,kylebit.bsky.social,2025-03-27T13:15:52.337Z,2025,difícil me candidatar pra vaga se você NÃO ME RESPONDE MAIS,at://did:plc:3hhcwr2ccnbrxk2zqpku45ln/app.bsky.feed.post/3llef2h67nf26
apply,candidatar vaga,nativo,did:plc:aabqten6tc72b6v4zz4itxvd,lum00n.bsky.social,2025-03-26T14:08:56.275Z,2025,entrando no trabalhe conosco da lumon pra me candidatar pra uma vaga na banda do mr milchick,at://did:plc:aabqten6tc72b6v4zz4itxvd/app.bsky.feed.post/3llbxkg5j4k23
apply,candidatar vaga,nativo,did:plc:aivcarpnrwyf55anq5tnn3wj,sucodearcoiris.bsky.social,2025-03-25T18:10:01.028Z,2025,vou me candidatar pra vaga de motorista de trator da prefeitura,at://did:plc:aivcarpnrwyf55anq5tnn3wj/app.bsky.feed.post/3ll7ukldzh22a
apply,candidatar vaga,nativo,did:plc:mrt5jnrxhmvjzgkmmtulkrzs,vndois.woke.cat,2025-03-25T04:04:22.400Z,2025,"queria me candidatar pra uma certa vaga de meio período, mas tenho medo de lidar com gerente já em maio eu teria que pedir uma folga pra participar de uma competição em sp no pior dos casos, eu ainda receberia um mês de salário se me contratassem",at://did:plc:mrt5jnrxhmvjzgkmmtulkrzs/app.bsky.feed.post/3ll6fch7x2s2c
apply,candidatar vaga,nativo,did:plc:nofajqkrazvwiv65xljg7uit,jaylemonfer.bsky.social,2025-03-24T16:00:42.936Z,2025,Dor no coração vc ir se candidatar numa vaga e abrir aquela merda de woba,at://did:plc:nofajqkrazvwiv65xljg7uit/app.bsky.feed.post/3ll54uh72qs2x
apply,candidatar vaga,nativo,did:plc:unwy3jqnyhsdc6gcakkqocfw,tadashibit.bsky.social,2025-03-22T04:57:15.703Z,2025,gostaria de me candidatar à vaga de bobo da corte.,at://did:plc:unwy3jqnyhsdc6gcakkqocfw/app.bsky.feed.post/3lkwwub5aqs2n
apply,candidatar vaga,nativo,did:plc:gmqtukixrkm4hqlyhtnnmnnj,thamyzinha.bsky.social,2025-03-21T21:40:56.734Z,2025,"oi, gostaria de me candidatar à vaga de girlfriend for the weekend pufavô 😔👉👈😔",at://did:plc:gmqtukixrkm4hqlyhtnnmnnj/app.bsky.feed.post/3lkw6i2wkcs23
apply,candidatar vaga,nativo,did:plc:5msogwxoeozgyjilshzkb6gw,yonggukdyn.bsky.social,2025-03-19T14:47:14.068Z,2025,"Eu já ia perguntar como me candidatar pra vaga, mas agora que tem essa concorrência toda...",at://did:plc:5msogwxoeozgyjilshzkb6gw/app.bsky.feed.post/3lkqgghbel22k
apply,candidatar vaga,nativo,did:plc:rlwanji2j4boeusnuizvaxqo,roddd.bsky.social,2025-03-19T13:50:14.157Z,2025,"Se infiltrar em grupos, falar ""patriotas, vamos mostrar para eles! vamos nos candidatar à vaga!"" e aproveitar o silêncio no grupo pelas próximas cinco horas",at://did:plc:rlwanji2j4boeusnuizvaxqo/app.bsky.feed.post/3lkqdajswyc2t
apply,candidatar vaga,nativo,did:plc:seao7dowfmxh7dxunlaxbb7u,mudandonome.bsky.social,2025-03-18T20:53:33.168Z,2025,Propaganda no instagram pra eu me candidatar a uma vaga de emprego na stellantis Pode ir indo na frente,at://did:plc:seao7dowfmxh7dxunlaxbb7u/app.bsky.feed.post/3lkokgkpigs26
apply,candidatar vaga,nativo,did:plc:nvbn7x5obumfozqgi6mabba2,tinecosta.bsky.social,2025-03-18T16:49:56.564Z,2025,"Vou me candidatar pra uma vaga de atendimento numa loja daqui da região. Se eu conseguir, já prevejo meus pais me criticaram por não trabalhar em um emprego da minha formação 🫠",at://did:plc:nvbn7x5obumfozqgi6mabba2/app.bsky.feed.post/3lko4sxa6322f
apply,candidatar vaga,nativo,did:plc:yky63yejosat4myvqqssh7u3,calopsita.bsky.social,2025-03-15T14:58:46.131Z,2025,Pagam plano de saúde será? Quero me candidatar a vaga,at://did:plc:yky63yejosat4myvqqssh7u3/app.bsky.feed.post/3lkgf7fggek2o
apply,candidatar vaga,nativo,did:plc:jrakt3metvkh5hs4tse5vmjy,anaodioart.bsky.social,2025-03-14T19:24:24.674Z,2025,"ah você não pode se candidatar a essa vaga porque você é um pobre fudido, arrume um emprego primeiro",at://did:plc:jrakt3metvkh5hs4tse5vmjy/app.bsky.feed.post/3lkedli5gqk2t
apply,candidatar vaga,nativo,did:plc:sxppngswh7kleuc5ncf4fyxj,brvnobrvxo.bsky.social,2025-03-14T06:56:16.540Z,2025,"Cara, o LinkedIn é muito, muito merda! Você vai se candidatar para uma vaga e o site te encaminha para OUTRO site, no qual você vai ter que fazer UM NOVO cadastro para daí poder se candidatar. O processo de candidatura acaba ficando super lerdo e cansativo. Como é 2025 e eles não mudaram isso???",at://did:plc:sxppngswh7kleuc5ncf4fyxj/app.bsky.feed.post/3lkczrpiedk2u
apply,candidatar vaga,nativo,did:plc:bti2zfb7zw37uz4p3hrutdms,dovahqueer.bsky.social,2025-03-13T17:47:43.642Z,2025,"resumo: criei uma conta pra me candidatar em uma vaga usando o LinkedIn, porém na hora de me cadastrar em outra, deu como se minha conta não existisse sendo que eu recebi um email dizendo ""seja bem vindo fulano"" ou seja: CADASTRO DUPLO",at://did:plc:bti2zfb7zw37uz4p3hrutdms/app.bsky.feed.post/3lkbnpofm5k2h
apply,candidatar vaga,nativo,did:plc:5ndtwsvgnvmxceicezohi3ew,fairlylocal71.bsky.social,2025-03-13T14:32:54.899Z,2025,Gupy é sem condições. Eu estou parando de me candidatar a vaga por lá porque a cada negativa minha sanidade vai pro caralho. E o pior é que a gente não passa nem perto de ter o currículo lido,at://did:plc:5ndtwsvgnvmxceicezohi3ew/app.bsky.feed.post/3lkbctd53ek2w
apply,candidatar vaga,nativo,did:plc:bovdkgx3fko2yyllboo4unaj,lestatblues.bsky.social,2025-03-12T21:26:38.452Z,2025,meu deus gente a Odisséia que foi pra se candidatar na vaga que eu queria meu deus que canseira,at://did:plc:bovdkgx3fko2yyllboo4unaj/app.bsky.feed.post/3lk7ji7b2ds2g
apply,candidatar vaga,nativo,did:plc:rp2c4vascngjlalcja53y6ky,palomiaw.bsky.social,2025-03-12T13:31:29.709Z,2025,já sei que não passo nem fodendo pq com um salário desse todas as mentes brilhantes da computação vão se candidatar e pegar a vaga,at://did:plc:rp2c4vascngjlalcja53y6ky/app.bsky.feed.post/3lk6owl7guk2y
apply,candidatar vaga,nativo,did:plc:jc2paru5oyhijaqcfzaf7v2p,andressaawn.bsky.social,2025-03-12T00:01:46.606Z,2025,As ironias da vida: acabei de me candidatar pra uma vaga de educadora museal com contrato terceirizado sendo que o meu mestrado é sobre terceirização em museus,at://did:plc:jc2paru5oyhijaqcfzaf7v2p/app.bsky.feed.post/3lk5boorisk2s
apply,candidatar vaga,nativo,did:plc:huqtwtdtyqdahdqxih7h7yci,bobbyilustra.bsky.social,2025-03-06T14:14:06.777Z,2025,"Espalhar isso pela internet inteira. Na próxima vez que me candidatar a uma vaga de trabalho e perguntarem como eu soube da vaga eu vou responder ""Isabela Thomé me trouxe aqui"".",at://did:plc:huqtwtdtyqdahdqxih7h7yci/app.bsky.feed.post/3ljpojb2cpc2p
apply,candidatar vaga,nativo,did:plc:rbezvp4726t6a5a3q4j255xo,soukyuu.neocities.org,2025-02-27T20:00:02.542Z,2025,Quer dizer que no l1nked1n é aceitável anúncio de emprego pedindo 60 (!) ilustrações em aquarela (!) pra serem feitas no período de UM MÊS E pra se candidatar à vaga tem que ilustrar uma história inteira e mandar pra eles,at://did:plc:rbezvp4726t6a5a3q4j255xo/app.bsky.feed.post/3lj6olf2pic2p
